animal_id,farm_id,species,breed,age_years,weight_kg,sex,physiological_stage,latitude,longitude,temperature_c,humidity_percent,thi,hli,risk_level
179,FARM_002,sheep,Merino,2.724814233,90.95511588,male,growing,38.95275237,12.29163764,43.44,80,104.53,46.07,Critical
191,FARM_002,goat,Boer,6.987604663,54.02847262,female,lactating,38.95275237,12.29163764,15.79,29,59.48,14.6,Low
754,FARM_008,sheep,Texel,7.940174975,86.34194155,male,growing,31.35909652,20.91930047,11.38,55,53.84,10.81,Low
728,FARM_008,sheep,Texel,3.982848666,91.61817698,male,pregnant,31.35909652,20.91930047,39.2,33,86.19,37.57,High
141,FARM_002,goat,Toggenburg,5.960792967,78.36299178,female,dry,38.95275237,12.29163764,-0.43,60,37.08,-0.08,Low
701,FARM_008,goat,Toggenburg,3.75474414,52.13143563,male,growing,31.35909652,20.91930047,37.05,66,91.14,35.83,Critical
121,FARM_002,goat,Nubian,1.031800038,79.00268652,female,growing,38.95275237,12.29163764,16.42,67,60.92,17.98,Low
510,FARM_006,goat,Saanen,4.1352383,48.76469918,male,lactating,30.10599458,-8.846878748,1.73,41,42.57,0.52,Low
726,FARM_008,goat,Saanen,4.530113326,55.90737658,male,dry,31.35909652,20.91930047,7.11,68,47.13,7.49,Low
820,FARM_009,goat,Alpine,4.935419879,47.95256244,male,lactating,38.88621853,-7.677479364,42.18,65,98.2,43.37,Critical
885,FARM_009,sheep,Merino,5.518740495,57.78866303,male,dry,38.88621853,-7.677479364,8.54,70,49.15,9.43,Low
7,FARM_001,cattle,Hereford,3.641393572,405.6319291,male,lactating,35.61810178,37.53571532,29.05,30,74.09,28.2,Moderate
738,FARM_008,goat,Nubian,6.863679595,71.75272416,female,pregnant,31.35909652,20.91930047,21.64,98,70.79,20.22,Low
654,FARM_007,sheep,Dorper,5.606578093,55.85058624,female,dry,32.09240791,4.607232427,28.71,76,80.31,31.53,Moderate
258,FARM_003,cattle,Holstein,6.262036304,675.2831463,female,lactating,42.99264219,20.05575059,2.14,79,38.36,1.66,Low
246,FARM_003,sheep,Texel,3.952046488,63.84138986,male,dry,42.99264219,20.05575059,12.03,76,54.23,13.58,Low
383,FARM_004,sheep,Texel,2.162240194,80.67365693,male,pregnant,30.84617369,26.09993861,34.22,62,86.07,36.32,High
900,FARM_009,cattle,Jersey,8.960308548,621.5973022,male,lactating,38.88621853,-7.677479364,-2.15,38,38.25,-2.78,Low
464,FARM_005,goat,Alpine,5.338896919,51.21337843,female,dry,32.72737451,-0.829774507,31.03,50,79.64,30.05,Moderate
175,FARM_002,cattle,Angus,3.674095441,626.5618561,female,pregnant,38.95275237,12.29163764,10.45,41,53.16,7.84,Low
870,FARM_009,cattle,Simmental,1.73047802,580.8809916,male,lactating,38.88621853,-7.677479364,12.26,100,54.06,12.75,Low
935,FARM_010,sheep,Rambouillet,7.193655629,61.56788211,male,growing,36.75748878,-9.336751942,31.42,74,84.19,33.68,High
325,FARM_004,goat,Toggenburg,1.901014005,69.49735075,male,pregnant,30.84617369,26.09993861,15.08,79,59.02,15.87,Low
917,FARM_010,goat,Boer,3.040026316,74.78598739,male,lactating,36.75748878,-9.336751942,29.62,33,75.3,28.47,Moderate
855,FARM_009,goat,Nubian,3.812739283,68.22541585,male,pregnant,38.88621853,-7.677479364,3.94,67,42.52,3.81,Low
81,FARM_001,cattle,Hereford,9.659552936,549.9482318,male,lactating,35.61810178,37.53571532,33.23,48,82.07,32.58,High
457,FARM_005,goat,Alpine,1.356829413,40.12671394,male,lactating,32.72737451,-0.829774507,24.35,53,71.22,24.87,Low
208,FARM_003,cattle,Holstein,8.907669877,718.9704086,female,growing,42.99264219,20.05575059,4.15,68,42.72,3.71,Low
488,FARM_005,sheep,Merino,7.231505018,64.37047982,male,lactating,32.72737451,-0.829774507,22.98,50,69.1,19.44,Low
953,FARM_010,cattle,Hereford,3.151130812,651.5491588,male,lactating,36.75748878,-9.336751942,31.22,50,79.87,30.84,High
859,FARM_009,cattle,Simmental,9.782009367,547.6544775,female,dry,38.88621853,-7.677479364,26.37,66,75.4,29.01,Moderate
798,FARM_008,sheep,Texel,3.905874577,50.71654529,male,lactating,31.35909652,20.91930047,45.11,96,111.89,48.28,Critical
186,FARM_002,goat,Nubian,6.067296391,52.76401893,female,pregnant,38.95275237,12.29163764,20.08,33,64.4,18.91,Low
816,FARM_009,sheep,Dorper,4.217512182,83.78806464,female,pregnant,38.88621853,-7.677479364,31.38,40,78.49,29.02,Moderate
166,FARM_002,cattle,Jersey,6.09198958,794.1469249,male,growing,38.95275237,12.29163764,12.05,48,54.92,12.05,Moderate
691,FARM_007,goat,Saanen,4.363478854,77.70636708,female,pregnant,32.09240791,4.607232427,6.2,71,45.53,5.34,Low
301,FARM_004,cattle,Angus,8.427574974,511.8814154,female,growing,30.84617369,26.09993861,10.23,68,51.74,8.53,Low
776,FARM_008,cattle,Simmental,7.318967087,532.5408875,female,growing,31.35909652,20.91930047,27.79,83,79.81,27.95,High
814,FARM_009,goat,Boer,3.005156285,69.23481383,female,growing,38.88621853,-7.677479364,7.17,72,46.94,6.54,Low
70,FARM_001,cattle,Hereford,1.097538863,762.1527906,female,lactating,35.61810178,37.53571532,5.61,38,47.55,5.63,Low
952,FARM_010,sheep,Dorper,2.424415962,97.72769212,male,dry,36.75748878,-9.336751942,15.26,57,59.12,16.35,Low
170,FARM_002,sheep,Merino,3.836736616,74.8732447,female,pregnant,38.95275237,12.29163764,4.88,81,42.54,7.14,Low
991,FARM_010,cattle,Hereford,8.395771753,455.5875968,male,lactating,36.75748878,-9.336751942,29.91,38,76.27,27.68,Moderate
151,FARM_002,cattle,Holstein,4.261545092,632.2353401,female,dry,38.95275237,12.29163764,25.67,80,75.99,23.99,Moderate
369,FARM_004,cattle,Jersey,2.304685651,690.062291,male,growing,30.84617369,26.09993861,20.93,48,66.35,20.69,Low
99,FARM_001,sheep,Suffolk,6.635312673,95.15755293,female,growing,35.61810178,37.53571532,42.06,83,103.07,44.08,Critical
18,FARM_001,sheep,Rambouillet,5.84705223,63.47061669,female,pregnant,35.61810178,37.53571532,0.71,90,34.66,-0.12,Low
902,FARM_010,sheep,Dorper,6.165494383,79.87146213,male,growing,36.75748878,-9.336751942,7.18,72,46.93,7.47,Low
375,FARM_004,sheep,Texel,1.435911741,75.62513244,female,pregnant,30.84617369,26.09993861,30.41,37,76.74,29.21,Moderate
37,FARM_001,cattle,Hereford,7.020316537,745.667026,female,lactating,35.61810178,37.53571532,5.01,71,43.73,5.49,Low
537,FARM_006,sheep,Merino,2.881927197,81.42170237,female,lactating,30.10599458,-8.846878748,21.39,32,65.84,20.16,Low
137,FARM_002,cattle,Simmental,3.236402258,697.578517,female,growing,38.95275237,12.29163764,22.52,36,67.45,21.47,Low
30,FARM_001,goat,Alpine,2.673228116,68.0143132,female,pregnant,35.61810178,37.53571532,22.39,68,69.81,23.98,Low
944,FARM_010,goat,Nubian,5.538706528,58.96631784,male,growing,36.75748878,-9.336751942,33.47,86,89.65,32.23,Critical
91,FARM_001,sheep,Merino,3.63717279,87.478915,male,dry,35.61810178,37.53571532,19.01,73,64.98,18.32,Low
488,FARM_005,sheep,Merino,7.231505018,64.37047982,male,lactating,32.72737451,-0.829774507,18.48,95,65.06,17.65,Low
94,FARM_001,cattle,Simmental,9.502891569,739.8589563,male,lactating,35.61810178,37.53571532,-1.03,70,34.78,-3.42,Low
479,FARM_005,sheep,Texel,5.725980428,55.80113407,male,dry,32.72737451,-0.829774507,32.06,97,89.2,34.62,Critical
191,FARM_002,goat,Boer,6.987604663,54.02847262,female,lactating,38.95275237,12.29163764,15.82,35,59.59,13.34,Low
597,FARM_006,cattle,Simmental,7.988403724,644.5346409,male,lactating,30.10599458,-8.846878748,33.79,91,91.18,32.74,Critical
747,FARM_008,cattle,Simmental,6.950266106,660.8941413,male,lactating,31.35909652,20.91930047,9.25,12,53.2,4.4,Low
924,FARM_010,goat,Saanen,1.728489433,68.84529429,female,growing,36.75748878,-9.336751942,23.27,65,70.83,23.61,Low
752,FARM_008,cattle,Hereford,2.493109219,409.8736629,male,dry,31.35909652,20.91930047,32.28,56,82.41,32.23,High
892,FARM_009,goat,Saanen,4.578802452,72.57535683,female,growing,38.88621853,-7.677479364,17.27,40,61.4,16.12,Moderate
804,FARM_009,goat,Saanen,2.111661102,61.65080444,male,growing,38.88621853,-7.677479364,13.65,58,56.9,12.79,Low
172,FARM_002,cattle,Holstein,5.448464651,629.3177513,male,dry,38.95275237,12.29163764,21.85,21,65.57,19.56,Low
803,FARM_009,goat,Toggenburg,6.967491934,48.07367341,female,lactating,38.88621853,-7.677479364,6.64,78,45.64,8.59,Low
331,FARM_004,sheep,Merino,5.507329775,76.51510666,female,pregnant,30.84617369,26.09993861,1.68,79,37.63,3.01,Low
108,FARM_002,sheep,Rambouillet,3.251079353,54.61452931,male,lactating,38.95275237,12.29163764,6.6,42,48.35,5.09,Low
800,FARM_008,goat,Saanen,1.48063436,57.67334819,male,pregnant,31.35909652,20.91930047,29.81,68,80.73,28.69,Moderate
133,FARM_002,sheep,Merino,6.233265661,75.1360195,male,lactating,38.95275237,12.29163764,31.48,41,78.71,30.41,Moderate
170,FARM_002,sheep,Merino,3.836736616,74.8732447,female,pregnant,38.95275237,12.29163764,39.11,63,93.42,40.93,Critical
902,FARM_010,sheep,Dorper,6.165494383,79.87146213,male,growing,36.75748878,-9.336751942,33.29,53,83.11,34,High
208,FARM_003,cattle,Holstein,8.907669877,718.9704086,female,growing,42.99264219,20.05575059,13.79,57,57.1,13.62,Low
308,FARM_004,sheep,Rambouillet,1.180683349,56.75831446,female,lactating,30.84617369,26.09993861,33.69,100,92.64,36.56,Critical
558,FARM_006,goat,Boer,4.632896015,60.67159757,male,growing,30.10599458,-8.846878748,7.07,57,47.83,6.03,Low
261,FARM_003,cattle,Hereford,7.342126865,480.7413808,male,growing,42.99264219,20.05575059,27.83,59,76.65,28.73,Moderate
111,FARM_002,sheep,Texel,3.582395477,73.12673581,male,dry,38.95275237,12.29163764,16.35,42,60.34,15.53,Low
956,FARM_010,cattle,Jersey,5.268777984,467.2080209,female,lactating,36.75748878,-9.336751942,36.21,41,84.42,34.85,Critical
337,FARM_004,sheep,Rambouillet,6.285293501,73.02697486,female,dry,30.84617369,26.09993861,10.3,24,53.67,8.27,Low
843,FARM_009,cattle,Hereford,8.155522158,529.4923302,male,pregnant,38.88621853,-7.677479364,22.02,51,67.98,23.02,Low
335,FARM_004,sheep,Texel,1.850509634,59.87352449,female,lactating,30.84617369,26.09993861,25.59,55,73.11,26.37,Low
988,FARM_010,sheep,Texel,4.205302066,69.72396954,male,lactating,36.75748878,-9.336751942,33.78,95,91.94,35.22,Critical
1,FARM_001,sheep,Suffolk,3.132296384,54.8836057,female,growing,35.61810178,37.53571532,32.38,61,83.35,30.91,High
678,FARM_007,sheep,Rambouillet,1.071991472,85.80249866,male,growing,32.09240791,4.607232427,16.69,62,61.19,16.97,Low
122,FARM_002,sheep,Merino,6.029200896,76.7518366,female,pregnant,38.95275237,12.29163764,40.64,65,96.01,41.12,Critical
252,FARM_003,cattle,Angus,8.953387027,576.8097495,female,dry,42.99264219,20.05575059,25.54,77,75.4,26.06,Moderate
612,FARM_007,sheep,Rambouillet,6.014779784,63.54713492,female,growing,32.09240791,4.607232427,28.66,55,77.21,28.13,Moderate
974,FARM_010,cattle,Angus,4.644717286,799.5171743,male,dry,36.75748878,-9.336751942,18.16,69,63.56,19.38,Low
698,FARM_007,cattle,Holstein,1.687958749,758.3536725,female,growing,32.09240791,4.607232427,7.91,58,48.98,8.63,Low
244,FARM_003,cattle,Hereford,7.618152688,707.0895552,female,growing,42.99264219,20.05575059,5.11,70,43.94,5.11,Low
481,FARM_005,cattle,Simmental,9.694427546,704.4151161,male,growing,32.72737451,-0.829774507,0.51,53,39.36,-0.52,Low
126,FARM_002,sheep,Texel,2.412113236,84.22857739,female,lactating,38.95275237,12.29163764,3.89,74,41.69,5.54,Low
910,FARM_010,cattle,Simmental,4.424336969,442.4502342,female,lactating,36.75748878,-9.336751942,-1.16,93,31,1.93,Low
345,FARM_004,goat,Saanen,3.132307412,71.35167138,female,growing,30.84617369,26.09993861,4.63,100,40.33,5.56,Low
427,FARM_005,cattle,Holstein,6.818050811,755.2156257,male,dry,32.72737451,-0.829774507,31.44,72,83.87,32.41,High
523,FARM_006,cattle,Holstein,9.554132535,632.6489172,male,growing,30.10599458,-8.846878748,29.92,95,85.16,31.76,Critical
894,FARM_009,cattle,Angus,7.413990571,477.2640034,male,dry,38.88621853,-7.677479364,28.78,73,79.99,30.64,High
109,FARM_002,sheep,Dorper,7.446106804,53.05389799,female,growing,38.95275237,12.29163764,27.64,49,75.03,28.17,Moderate
559,FARM_006,sheep,Suffolk,5.225460404,53.84897335,male,pregnant,30.10599458,-8.846878748,8.93,23,52.27,8.04,Low
535,FARM_006,goat,Nubian,6.909150417,70.16993039,male,dry,30.10599458,-8.846878748,21.98,78,69.94,24.29,Low
584,FARM_006,cattle,Simmental,3.770162485,765.5153775,female,lactating,30.10599458,-8.846878748,18.29,78,64.09,18.6,Low
555,FARM_006,sheep,Rambouillet,1.709610283,63.8926388,female,pregnant,30.10599458,-8.846878748,2.98,83,39.24,4.55,Low
903,FARM_010,goat,Boer,3.790218005,49.07914158,male,dry,36.75748878,-9.336751942,12.41,16,56.02,11.45,Low
347,FARM_004,cattle,Hereford,3.942384547,459.5552201,male,dry,30.84617369,26.09993861,38.71,81,97.03,38.64,Critical
882,FARM_009,cattle,Hereford,9.413159657,763.6808545,male,pregnant,38.88621853,-7.677479364,15.36,74,59.41,17.1,Low
160,FARM_002,goat,Alpine,4.340329509,68.83252385,male,growing,38.95275237,12.29163764,23.43,72,71.69,23.29,Low
629,FARM_007,sheep,Texel,4.693742264,60.58179493,male,lactating,32.09240791,4.607232427,18.44,85,64.61,21.4,Moderate
40,FARM_001,goat,Boer,6.881989502,43.01385024,male,lactating,35.61810178,37.53571532,19.44,37,63.86,16.84,Low
930,FARM_010,cattle,Simmental,3.532155597,583.0301329,male,pregnant,36.75748878,-9.336751942,7.81,72,47.91,8.54,Low
760,FARM_008,cattle,Angus,4.209365584,501.7925326,female,dry,31.35909652,20.91930047,10.38,68,51.96,10.75,Low
481,FARM_005,cattle,Simmental,9.694427546,704.4151161,male,growing,32.72737451,-0.829774507,23.3,64,70.79,23.65,Low
325,FARM_004,goat,Toggenburg,1.901014005,69.49735075,male,pregnant,30.84617369,26.09993861,7.65,95,46.13,7.51,Low
946,FARM_010,cattle,Angus,2.831813865,707.6244533,female,growing,36.75748878,-9.336751942,32.85,56,83.19,32.25,High
814,FARM_009,goat,Boer,3.005156285,69.23481383,female,growing,38.88621853,-7.677479364,30.88,32,76.48,28.8,Moderate
718,FARM_008,cattle,Hereford,2.720188796,583.8603279,female,lactating,31.35909652,20.91930047,21.36,51,67.11,20.59,Low
724,FARM_008,cattle,Jersey,9.342247117,485.4792566,female,lactating,31.35909652,20.91930047,12.03,78,54.18,11.87,Low
853,FARM_009,sheep,Rambouillet,5.452331396,70.08965676,male,lactating,38.88621853,-7.677479364,24.64,22,68.44,22.62,Low
874,FARM_009,cattle,Jersey,4.110216273,402.7929048,female,dry,38.88621853,-7.677479364,15.76,51,59.73,15.79,Low
879,FARM_009,sheep,Dorper,5.444346614,56.19230134,female,dry,38.88621853,-7.677479364,39.29,63,93.59,38.32,Critical
620,FARM_007,sheep,Merino,7.285434309,94.40590945,female,pregnant,32.09240791,4.607232427,19.65,12,62.85,15.59,Low
545,FARM_006,sheep,Suffolk,4.063629297,61.74867025,male,lactating,30.10599458,-8.846878748,16.58,35,60.46,16.21,Low
282,FARM_003,sheep,Rambouillet,7.189445243,61.4039886,male,pregnant,42.99264219,20.05575059,16.3,64,60.68,17.15,Low
731,FARM_008,goat,Nubian,5.162833342,62.11049472,male,dry,31.35909652,20.91930047,25.09,65,73.48,24.13,Low
574,FARM_006,sheep,Dorper,5.317485255,87.14407468,female,pregnant,30.10599458,-8.846878748,36.3,45,85.38,37.27,High
408,FARM_005,sheep,Suffolk,5.013445419,82.94125351,female,growing,32.72737451,-0.829774507,36.7,32,83.14,36.75,High
906,FARM_010,goat,Boer,3.602165988,73.93887098,male,growing,36.75748878,-9.336751942,36.09,77,91.95,34.59,Critical
865,FARM_009,goat,Alpine,4.424568886,59.14819432,female,lactating,38.88621853,-7.677479364,2.29,42,43.07,0.1,Low
239,FARM_003,sheep,Dorper,6.073785919,79.66393242,female,lactating,42.99264219,20.05575059,16.3,45,60.32,15.72,Low
368,FARM_004,cattle,Jersey,8.450815378,715.0852062,female,lactating,30.84617369,26.09993861,30.03,44,77.46,28.83,Moderate
878,FARM_009,goat,Saanen,2.785901665,51.92264805,female,pregnant,38.88621853,-7.677479364,17.24,75,62.34,18.2,Low
573,FARM_006,goat,Saanen,6.309785849,55.33136959,female,pregnant,30.10599458,-8.846878748,25.87,68,74.9,28.35,Low
964,FARM_010,sheep,Rambouillet,7.005004485,65.24515622,female,dry,36.75748878,-9.336751942,34.31,39,81.85,34.7,Moderate
264,FARM_003,goat,Alpine,1.182322358,77.23794782,female,growing,42.99264219,20.05575059,5.5,49,46.42,5.16,Low
190,FARM_002,goat,Saanen,6.94204788,40.00950094,male,lactating,38.95275237,12.29163764,19.88,78,66.61,21.47,Low
70,FARM_001,cattle,Hereford,1.097538863,762.1527906,female,lactating,35.61810178,37.53571532,18,98,64.34,19.34,Low
705,FARM_008,cattle,Angus,4.191995845,620.2653518,female,dry,31.35909652,20.91930047,17.75,72,63.04,18.76,Low
459,FARM_005,sheep,Rambouillet,1.2138462,93.60241692,female,dry,32.72737451,-0.829774507,9.43,48,51.57,9.76,Low
874,FARM_009,cattle,Jersey,4.110216273,402.7929048,female,dry,38.88621853,-7.677479364,31.81,30,77.3,30.38,Moderate
82,FARM_001,sheep,Rambouillet,7.742557776,50.60772373,female,lactating,35.61810178,37.53571532,14.97,53,58.7,15.77,Low
926,FARM_010,cattle,Hereford,2.778003151,722.0697589,female,growing,36.75748878,-9.336751942,36.42,62,89.34,36.25,Critical
823,FARM_009,cattle,Holstein,2.198639131,504.5332072,male,growing,38.88621853,-7.677479364,31.21,61,81.78,30.9,High
91,FARM_001,sheep,Merino,3.63717279,87.478915,male,dry,35.61810178,37.53571532,9.33,48,51.4,8.49,Low
896,FARM_009,goat,Saanen,2.896607869,42.22963414,male,growing,38.88621853,-7.677479364,17.38,50,61.82,17.01,Low
62,FARM_001,goat,Alpine,6.767143383,76.21402568,female,lactating,35.61810178,37.53571532,15.77,61,59.87,15.59,Low
223,FARM_003,cattle,Angus,3.807567914,528.2970962,female,pregnant,42.99264219,20.05575059,39.66,60,93.53,39.5,Critical
612,FARM_007,sheep,Rambouillet,6.014779784,63.54713492,female,growing,32.09240791,4.607232427,26.72,10,69.16,25.06,Low
873,FARM_009,sheep,Suffolk,4.768764855,99.60678197,female,dry,38.88621853,-7.677479364,-3.35,71,31.15,-1.44,Low
718,FARM_008,cattle,Hereford,2.720188796,583.8603279,female,lactating,31.35909652,20.91930047,20.2,73,66.81,22.64,Low
87,FARM_001,cattle,Holstein,3.339548766,581.2963387,male,lactating,35.61810178,37.53571532,-3.35,56,33.68,-4.13,Low
313,FARM_004,goat,Nubian,4.708310046,65.32758504,female,lactating,30.84617369,26.09993861,18.2,39,62.49,17.8,Low
381,FARM_004,goat,Nubian,4.139977787,51.48551832,female,lactating,30.84617369,26.09993861,19.13,39,63.62,19.22,Low
868,FARM_009,cattle,Jersey,1.657032336,697.6114321,male,growing,38.88621853,-7.677479364,8.4,66,49.14,8.93,Low
889,FARM_009,sheep,Rambouillet,3.39813758,81.38344386,male,lactating,38.88621853,-7.677479364,22.19,59,68.76,23.07,Low
134,FARM_002,goat,Saanen,4.261317167,76.25888444,male,pregnant,38.95275237,12.29163764,1.79,67,39.39,2.4,Low
917,FARM_010,goat,Boer,3.040026316,74.78598739,male,lactating,36.75748878,-9.336751942,10.18,10,54.12,7.56,Low
731,FARM_008,goat,Nubian,5.162833342,62.11049472,male,dry,31.35909652,20.91930047,10.2,53,52.35,11.18,Low
395,FARM_004,goat,Alpine,4.931694458,79.66970469,male,pregnant,30.84617369,26.09993861,33.96,36,80.71,34.17,Moderate
571,FARM_006,cattle,Holstein,1.142318766,430.8580674,female,growing,30.10599458,-8.846878748,23.43,47,69.44,22.26,Low
